Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.2935      -15989.6503  -15993.3872       3.7369   295.0
1.2940      -15989.6482  -15993.5301       3.8820   306.5
1.2945      -15989.6544  -15993.6967       4.0423   319.1
1.2950      -15989.6690  -15993.8541       4.1851   330.4
1.2955      -15989.6898  -15993.9705       4.2807   337.9
1.2960      -15989.7143  -15994.0296       4.3152   340.7
1.2965      -15989.7396  -15994.0319       4.2923   338.8
1.2970      -15989.7641  -15993.9902       4.2260   333.6
1.2975      -15989.7848  -15993.9206       4.1358   326.5
1.2980      -15989.8009  -15993.8424       4.0415   319.0
1.2985      -15989.8124  -15993.7712       3.9588   312.5
1.2990      -15989.8212  -15993.7128       3.8916   307.2
1.2995      -15989.8264  -15993.6570       3.8306   302.4
1.3000      -15989.8277  -15993.5880       3.7603   296.8
1.3005      -15989.8237  -15993.4978       3.6741   290.0
1.3010      -15989.8149  -15993.3992       3.5844   283.0
1.3015      -15989.8008  -15993.3213       3.5205   277.9
1.3020      -15989.7845  -15993.2988       3.5143   277.4
1.3025      -15989.7694  -15993.3525       3.5831   282.9
1.3030      -15989.7602  -15993.4786       3.7184   293.5
1.3035      -15989.7581  -15993.6468       3.8887   307.0
1.3040      -15989.7641  -15993.8165       4.0524   319.9
1.3045      -15989.7771  -15993.9513       4.1742   329.5
1.3050      -15989.7957  -15994.0314       4.2358   334.4
1.3055      -15989.8159  -15994.0537       4.2377   334.5
1.3060      -15989.8355  -15994.0326       4.1970   331.3
1.3065      -15989.8528  -15993.9955       4.1427   327.0
1.3070      -15989.8687  -15993.9754       4.1067   324.2
1.3075      -15989.8840  -15993.9953       4.1114   324.6
1.3080      -15989.9014  -15994.0561       4.1546   328.0
1.3085      -15989.9223  -15994.1297       4.2074   332.1
1.3090      -15989.9457  -15994.1737       4.2280   333.8
1.3095      -15989.9675  -15994.1538       4.1864   330.5
1.3100      -15989.9849  -15994.0659       4.0810   322.2
1.3105      -15989.9954  -15993.9374       3.9420   311.2
1.3110      -15989.9996  -15993.8172       3.8175   301.4
1.3115      -15989.9983  -15993.7515       3.7532   296.3
1.3120      -15989.9958  -15993.7687       3.7730   297.8
1.3125      -15989.9963  -15993.8667       3.8704   305.5
1.3130      -15990.0030  -15994.0129       4.0099   316.6
1.3135      -15990.0173  -15994.1547       4.1374   326.6
1.3140      -15990.0365  -15994.2372       4.2007   331.6
1.3145      -15990.0564  -15994.2257       4.1693   329.1
1.3150      -15990.0723  -15994.1230       4.0506   319.8
1.3155      -15990.0805  -15993.9704       3.8899   307.1
1.3160      -15990.0817  -15993.8314       3.7497   296.0
1.3165      -15990.0781  -15993.7588       3.6807   290.6
1.3170      -15990.0737  -15993.7690       3.6953   291.7
1.3175      -15990.0716  -15993.8346       3.7630   297.1
1.3180      -15990.0718  -15993.9036       3.8318   302.5
1.3185      -15990.0743  -15993.9317       3.8574   304.5
1.3190      -15990.0756  -15993.8992       3.8236   301.8
1.3195      -15990.0742  -15993.8165       3.7423   295.4
1.3200      -15990.0689  -15993.7097       3.6407   287.4
1.3205      -15990.0587  -15993.6089       3.5502   280.3
1.3210      -15990.0448  -15993.5422       3.4974   276.1
1.3215      -15990.0294  -15993.5303       3.5010   276.4
1.3220      -15990.0155  -15993.5809       3.5654   281.5
1.3225      -15990.0061  -15993.6816       3.6755   290.1
1.3230      -15990.0026  -15993.8029       3.8004   300.0
1.3235      -15990.0052  -15993.9125       3.9072   308.4
1.3240      -15990.0111  -15993.9878       3.9768   313.9
1.3245      -15990.0191  -15994.0266       4.0075   316.4
1.3250      -15990.0288  -15994.0400       4.0112   316.7
1.3255      -15990.0389  -15994.0391       4.0002   315.8
1.3260      -15990.0497  -15994.0243       3.9746   313.8
1.3265      -15990.0584  -15993.9845       3.9261   309.9
1.3270      -15990.0634  -15993.9118       3.8484   303.8
1.3275      -15990.0635  -15993.8121       3.7487   295.9
1.3280      -15990.0597  -15993.7062       3.6465   287.9
1.3285      -15990.0510  -15993.6114       3.5604   281.1
